raw_venue,raw_city,match_count,sample_match_id,sample_date,proposed_canonical_venue,proposed_canonical_city,proposed_country,needs_review,notes
Johor Cricket Academy Oval,,3,5348,2016-08-26,Johor Cricket Academy Oval,Johor,Malaysia,FALSE,city filled from sibling rows (Johor)
"Kensington Oval, Barbados",Bridgetown,3,3515,2019-09-14,"Kensington Oval, Barbados",Bridgetown,Barbados,FALSE,
Lugogo Cricket Oval,Kampala,3,177,2019-05-20,"Lugogo Cricket Oval, Kampala",Kampala,Uganda,FALSE,
Mangaung Oval,Bloemfontein,3,39,2017-10-26,"Mangaung Oval, Bloemfontein",Bloemfontein,South Africa,FALSE,
Merrion Cricket Club Ground,Dublin,3,5392,2013-07-25,Merrion Cricket Club Ground,Dublin,Ireland,FALSE,
Moara Vlasiei Cricket Ground,,3,414,2020-10-16,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Ilfov County, country=Romania)"
Mombasa Sports Club Ground,,3,2984,2012-02-22,Mombasa Sports Club Ground,Mombasa,Kenya,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Mombasa, country=Kenya)"
"National Cricket Stadium, St George's",Grenada,3,5072,2015-10-29,"National Cricket Stadium, St George's",St George's,Grenada,FALSE,country unknown — please fill; country filled via research (Grenada)
"New Farnley CC, Leeds",Leeds,3,4796,2025-08-31,"New Farnley CC, Leeds",Leeds,England,FALSE,
OUTsurance Oval,Bloemfontein,3,2918,2010-10-08,OUTsurance Oval,Bloemfontein,South Africa,FALSE,
"P Sara Oval, Colombo",Colombo,3,3954,2023-07-08,"P Sara Oval, Colombo",Colombo,Sri Lanka,FALSE,
Rawalpindi Cricket Stadium,,3,397,2020-11-07,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,FALSE,city filled from sibling rows (Rawalpindi)
"Southend Club Cricket Stadium, Karachi",Karachi,3,3715,2022-05-24,"Southend Club Cricket Stadium, Karachi",Karachi,Pakistan,FALSE,
"Sportpark Harga, Schiedam",Schiedam,3,3777,2022-06-28,"Sportpark Harga, Schiedam",Schiedam,Netherlands,FALSE,country unknown — please fill; country filled via research (Netherlands)
St Georges Quilmes,,3,1446,2023-10-18,St Georges Quilmes,Buenos Aires,Argentina,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Buenos Aires, country=Argentina)"
"Stubberudmyra Cricket Ground, Oslo",Oslo,3,2448,2025-08-17,"Stubberudmyra Cricket Ground, Oslo",Oslo,Norway,FALSE,country unknown — please fill; country filled via research (Norway)
Sylhet Stadium,Sylhet,3,4455,2024-12-05,Sylhet Stadium,Sylhet,Bangladesh,FALSE,
Takashinga Sports Club,Harare,3,3435,2019-05-06,Takashinga Sports Club,Harare,Zimbabwe,FALSE,
"Ted Summerton Reserve, Moe",Moe,3,12220,2022-11-19,"Ted Summerton Reserve, Moe",Moe,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
"Three Ws Oval, Cave Hill, Barbados",Cave Hill,3,4499,2025-06-20,"Three Ws Oval, Cave Hill, Barbados",Cave Hill,Barbados,FALSE,country unknown — please fill; country filled via research (Barbados)
West Park Oval,Burnie,3,11955,2018-12-08,West Park Oval,Burnie,Australia,FALSE,country unknown — please fill; Tasmania
York Cricket Club,York,3,9328,2025-06-15,York Cricket Club,York,England,FALSE,country unknown — please fill; country filled via research (England)
Abu Dhabi Oval 2,Abu Dhabi,2,5265,2013-11-17,Abu Dhabi Oval 2,Abu Dhabi,United Arab Emirates,FALSE,
Aigburth,Liverpool,2,8329,2017-07-09,"Aigburth, Liverpool",Liverpool,England,FALSE,
"Arnos Vale Ground, Kingstown",St Vincent,2,3044,2013-07-27,"Arnos Vale Ground, Kingstown",Kingstown,Saint Vincent and the Grenadines,FALSE,country unknown — please fill; country filled via research (Saint Vincent and the Grenadines)
"Ballpark Ground, Graz",Graz,2,2265,2025-05-18,"Ballpark Ground, Graz",Graz,Austria,FALSE,country unknown — please fill; country filled via research (Austria)
Bankstown Oval,Sydney,2,11993,2019-01-06,Bankstown Oval,Sydney,Australia,FALSE,
"Barabati Stadium, Cuttack",Cuttack,2,623,2022-06-12,"Barabati Stadium, Cuttack",Cuttack,India,FALSE,
Boland Park,Paarl,2,418,2020-11-29,"Boland Park, Paarl",Paarl,South Africa,FALSE,
"Cazaly's Stadium, Cairns",Cairns,2,2174,2025-08-16,"Cazaly's Stadium, Cairns",Cairns,Australia,FALSE,
City Oval,Pietermaritzburg,2,3422,2019-05-18,"City Oval, Pietermaritzburg",Pietermaritzburg,South Africa,FALSE,country unknown — please fill; country filled via research (South Africa)
"City Oval, Pietermaritzburg",Pietermaritzburg,2,12626,2019-04-20,"City Oval, Pietermaritzburg",Pietermaritzburg,South Africa,FALSE,country unknown — please fill; country filled via research (South Africa)
"Cobham Oval (New), Whangarei",Whangarei,2,9959,2022-01-16,"Cobham Oval (New), Whangarei",Whangarei,New Zealand,FALSE,
Colombo Cricket Club Ground,,2,3346,2018-09-22,Colombo Cricket Club Ground,Colombo,Sri Lanka,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Colombo, country=Sri Lanka)"
"County Ground, Taunton",Taunton,2,12551,2016-07-31,County Ground (Taunton),Taunton,England,FALSE,
Desert Springs Cricket Ground,Almeria,2,358,2020-03-08,Desert Springs Cricket Ground,Almeria,Spain,FALSE,country unknown — please fill; country filled via research (Spain)
Eastern Oval,Ballarat,2,11960,2018-12-09,"Eastern Oval, Ballarat",Ballarat,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
Geelong Cricket Ground,Geelong,2,6709,2019-01-13,Geelong Cricket Ground,Geelong,Australia,FALSE,
"Grange Cricket Club, Raeburn Place",Edinburgh,2,79,2018-06-12,"Grange Cricket Club, Raeburn Place",Edinburgh,Scotland,FALSE,
Greenfield International Stadium,Thiruvananthapuram,2,69,2017-11-07,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,FALSE,
ICC Academy Oval 2,Dubai,2,5255,2013-11-15,ICC Academy Oval 2,Dubai,United Arab Emirates,FALSE,
ICC Global Cricket Academy,Dubai,2,3026,2013-03-15,ICC Global Cricket Academy,Dubai,United Arab Emirates,FALSE,
"Invermay Park, Launceston",Launceston,2,12124,2021-10-23,"Invermay Park, Launceston",Launceston,Australia,FALSE,
"Jadavpur University Campus 2nd Ground, Kolkata",Kolkata,2,10796,2022-10-30,"Jadavpur University Campus 2nd Ground, Kolkata",Kolkata,India,FALSE,
Jaffery Sports Club Ground,Nairobi,2,5113,2016-09-27,Jaffery Sports Club Ground,Nairobi,Kenya,FALSE,
Jinja Cricket Ground,Jinja,2,2031,2024-10-28,Jinja Cricket Ground,Jinja,Uganda,FALSE,country unknown — please fill; country filled via research (Uganda)
Johor Cricket Academy Oval,Johor,2,4149,2024-02-04,Johor Cricket Academy Oval,Johor,Malaysia,FALSE,
"KSCA Cricket Ground, Alur",Bengaluru,2,10846,2024-12-11,"KSCA Cricket Ground, Alur",Bengaluru,India,FALSE,
Khan Shaheb Osman Ali Stadium,Fatullah,2,3219,2016-02-19,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,FALSE,
Koge Cricket Club 2,Koge,2,4404,2024-09-14,Koge Cricket Club 2,Koge,Denmark,FALSE,country unknown — please fill; country filled via research (Denmark)
"Latrobe Recreation Ground, Latrobe",Latrobe,2,12214,2022-11-15,"Latrobe Recreation Ground, Latrobe",Latrobe,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
Lavington Sports Oval,Albury,2,11864,2016-12-13,"Lavington Sports Oval, Albury",Albury,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
"Lavington Sports Oval, Albury",Albury,2,6943,2022-12-31,"Lavington Sports Oval, Albury",Albury,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
"Malahide, Dublin",Dublin,2,1324,2023-08-18,"Malahide, Dublin",Dublin,Ireland,FALSE,
Maple Leaf North-West Ground,King City,2,2848,2008-10-11,"Maple Leaf North-West Ground, King City",King City,Canada,FALSE,
"Marrara Stadium, Darwin",Darwin,2,2172,2025-08-10,"Marrara Stadium, Darwin",Darwin,Australia,FALSE,
Merchant Taylors' School Ground,Northwood,2,9421,2014-05-25,"Merchant Taylors' School Ground, Northwood",Northwood,England,FALSE,country unknown — please fill; country filled via research (England)
Nevill Ground,Tunbridge Wells,2,9636,2015-07-17,Nevill Ground,Tunbridge Wells,England,FALSE,
Nondescripts Cricket Club Ground,Colombo,2,3273,2018-03-30,Nondescripts Cricket Club Ground,Colombo,Sri Lanka,FALSE,
"North Marine Road Ground, Scarborough",Scarborough,2,12502,2018-08-05,"North Marine Road Ground, Scarborough",Scarborough,England,FALSE,
Nuriootpa Centennial Park,Nuriootpa,2,12040,2019-11-16,Nuriootpa Centennial Park,Nuriootpa,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
Queen Elizabeth II Oval,Bendigo,2,11865,2016-12-17,Queen Elizabeth II Oval,Bendigo,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
Queens Sports Club,Bulawayo,2,3032,2013-05-11,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,FALSE,
San Albano,,2,4108,2023-10-14,San Albano,Buenos Aires,Argentina,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Buenos Aires, country=Argentina)"
Sao Fernando Polo and Cricket Club,Seropedica,2,1972,2024-10-12,"Sao Fernando Polo and Cricket Club, Campo Sede",Seropedica,Brazil,FALSE,country unknown — please fill; country filled via research (Brazil)
"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,2,1349,2023-12-01,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,India,FALSE,
Sheikh Kamal International Cricket Stadium,Cox's Bazar,2,5426,2015-11-17,Sheikh Kamal International Cricket Stadium,Cox's Bazar,Bangladesh,FALSE,
"Simonds Stadium, South Geelong",Victoria,2,2,2017-02-19,"Simonds Stadium, South Geelong",South Geelong,Australia,FALSE,"corrected: raw city ""Victoria"" was state; canonical = South Geelong (per ESPNcricinfo)"
Sinhalese Sports Club Ground,Colombo,2,3239,2016-09-27,"Sinhalese Sports Club Ground, Colombo",Colombo,Sri Lanka,FALSE,
Skarpnack 1,Stockholm,2,5108,2016-08-17,Skarpnack 1,Stockholm,Sweden,FALSE,country unknown — please fill; country filled via research (Sweden)
Skarpnack 2,Stockholm,2,5109,2016-08-17,Skarpnack 2,Stockholm,Sweden,FALSE,country unknown — please fill; country filled via research (Sweden)
Sky Stadium,Wellington,2,410,2021-03-07,"Sky Stadium, Wellington",Wellington,New Zealand,FALSE,
"Solvangs Park, Glostrup",Copenhagen,2,1216,2023-05-20,"Solvangs Park, Glostrup",Copenhagen,Denmark,FALSE,
Sydney Parade,Dublin,2,3466,2019-05-28,Sydney Parade,Dublin,Ireland,FALSE,
Ted Summerton Reserve,Moe,2,6719,2019-01-23,"Ted Summerton Reserve, Moe",Moe,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
The Vineyard,Dublin,2,5394,2013-07-27,The Vineyard,Dublin,Ireland,FALSE,
Tony Ireland Stadium,Townsville,2,3207,2016-02-07,Tony Ireland Stadium,Townsville,Australia,FALSE,
"University Oval, Hobart",Hobart,2,12130,2021-10-27,University Oval (Hobart),Hobart,Australia,FALSE,
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,2,1010,2022-09-23,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,FALSE,
Willowmoore Park,Benoni,2,3424,2019-05-22,"Willowmoore Park, Benoni",Benoni,South Africa,FALSE,
"Windsor Park, Roseau",Dominica,2,3108,2014-07-05,"Windsor Park, Roseau",Roseau,Dominica,FALSE,country unknown — please fill; country filled via research (Dominica)
"Windsor Park, Roseau, Dominica",Roseau,2,855,2022-07-02,"Windsor Park, Roseau",Roseau,Dominica,FALSE,
Zahur Ahmed Chowdhury Stadium,Chattogram,2,249,2019-09-18,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Bangladesh,FALSE,
Zayed Cricket Stadium,Abu Dhabi,2,5262,2013-11-16,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,FALSE,
Adelaide Oval No. 2,,1,12377,2016-01-17,Adelaide Oval No. 2,Adelaide,Australia,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Adelaide, country=Australia)"
Affies Park,Windhoek,1,5375,2017-09-16,Affies Park,Windhoek,Namibia,FALSE,
Bermuda National Stadium,Hamilton,1,257,2019-08-22,National Stadium (Hamilton),Hamilton,Bermuda,FALSE,
Boland Bank Park,Paarl,1,4962,2009-10-28,Boland Bank Park,Paarl,South Africa,FALSE,
"Boughton Hall Cricket Club Ground, Chester",Chester,1,12531,2019-08-18,"Boughton Hall Cricket Club Ground, Chester",Chester,England,FALSE,country unknown — please fill; country filled via research (England)
Bready,Derry,1,151,2019-07-14,"Bready Cricket Club, Magheramason",Bready,Ireland,FALSE,country unknown — please fill; collapse to full name; Derry/Londonderry neighbouring
"Bready Cricket Club, Magheramason",Bready,1,150,2019-07-12,"Bready Cricket Club, Magheramason",Bready,Ireland,FALSE,"ambiguous venue name across cities ['Bready', 'Londonderry'] — paren-disambiguate"
Carrara Oval,,1,120,2018-11-17,Carrara Oval,Carrara,Australia,FALSE,city filled from sibling rows (Carrara); country unknown — please fill; country filled via research (Australia)
"Casey Fields No 4, Melbourne",Melbourne,1,12250,2023-11-04,"Casey Fields No 4, Melbourne",Melbourne,Australia,FALSE,
Castle Park Cricket Ground,Colchester,1,9494,2014-07-12,Castle Park Cricket Ground,Colchester,England,FALSE,country unknown — please fill; country filled via research (England)
Cazaly's Stadium,Cairns,1,12001,2019-01-12,"Cazaly's Stadium, Cairns",Cairns,Australia,FALSE,
Chilaw Marians Cricket Club Ground,FTZ Sports Complex,1,3348,2018-09-25,Chilaw Marians Cricket Club Ground,Katunayake,Sri Lanka,FALSE,country unknown — please fill; raw_city was ground name; real city Katunayake
"College Field, St Peter Port",St Peter Port,1,843,2022-05-20,"College Field, St Peter Port",St Peter Port,Guernsey,FALSE,country unknown — please fill; country filled via research (Guernsey)
Coolidge Cricket Ground,Antigua,1,3245,2017-10-21,Coolidge Cricket Ground,Antigua,Antigua and Barbuda,FALSE,country unknown — please fill; country filled via research (Antigua and Barbuda)
"Ekeberg Cricket Ground 2, Oslo",Oslo,1,4378,2024-08-11,"Ekeberg Cricket Ground 2, Oslo",Oslo,Norway,FALSE,country unknown — please fill; country filled via research (Norway)
Grand Prairie Stadium,Grand Prairie,1,11522,2023-07-13,Grand Prairie Stadium,Grand Prairie,USA,FALSE,"ambiguous venue name across cities ['Dallas', 'Grand Prairie'] — paren-disambiguate; country unknown — please fill"
Guttsta Wicked Cricket Club,Kolsva,1,3615,2021-08-29,Guttsta Wicked Cricket Club,Kolsva,Sweden,FALSE,country unknown — please fill; country filled via research (Sweden)
Himachal Pradesh Cricket Association Stadium,Dharmasala,1,3156,2015-10-02,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,FALSE,"ambiguous venue name across cities ['Dharamsala', 'Dharmasala'] — paren-disambiguate; country unknown — please fill; spelling canonical Dharamsala"
Hong Kong Cricket Club,,1,5202,2018-09-14,Hong Kong Cricket Club,Wong Nai Chung Gap,Hong Kong,FALSE,city filled from sibling rows (Wong Nai Chung Gap); country unknown — please fill; country filled via research (Hong Kong)
Howell Oval,Sydney,1,11867,2016-12-17,Howell Oval,Sydney,Australia,FALSE,
ICC Academy Oval 1,Dubai,1,5260,2013-11-16,ICC Academy Oval 1,Dubai,United Arab Emirates,FALSE,
International Sports Stadium,Coffs Harbour,1,6762,2020-01-05,"International Sports Stadium, Coffs Harbour",Coffs Harbour,Australia,FALSE,country unknown — please fill; country filled via research (Australia)
Invermay Park,Launceston,1,12036,2019-11-13,"Invermay Park, Launceston",Launceston,Australia,FALSE,
Jade Stadium,Christchurch,1,2803,2008-02-07,Jade Stadium,Christchurch,New Zealand,FALSE,
"Jubilee Park, Ringwood, Melbourne",Melbourne,1,12255,2023-11-08,"Jubilee Park, Ringwood, Melbourne",Melbourne,Australia,FALSE,
Kent County Cricket Ground,Beckenham,1,9672,2016-06-03,Kent County Cricket Ground,Beckenham,England,FALSE,
LC de Villiers Oval,Pretoria,1,3421,2019-05-15,LC de Villiers Oval,Pretoria,South Africa,FALSE,
Las Caballerizas,Mexico City,1,4460,2024-11-17,Las Caballerizas,Mexico City,Mexico,FALSE,country unknown — please fill; country filled via research (Mexico)
"M Chinnaswamy Stadium, Bangalore",Bengaluru,1,626,2022-06-19,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India,FALSE,
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,1,6015,2025-05-29,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,India,FALSE,"ambiguous venue name across cities ['Mohali', 'New Chandigarh'] — paren-disambiguate; country unknown — please fill"
Mainpower Oval,Rangiora,1,9777,2017-12-22,Mainpower Oval,Rangiora,New Zealand,FALSE,
Mercantile Cricket Association Ground,Colombo,1,5056,2014-10-26,Mercantile Cricket Association Ground,Colombo,Sri Lanka,FALSE,
Moses Mabhida Stadium,Durban,1,2920,2011-01-09,Moses Mabhida Stadium,Durban,South Africa,FALSE,
"National Cricket Stadium, Grenada",St George's,1,355,2020-01-15,"National Cricket Stadium, Grenada",St George's,Grenada,FALSE,
North Dalton Park,Wollongong,1,11908,2017-12-12,North Dalton Park,Wollongong,Australia,FALSE,
North Sydney Oval No.2,Sydney,1,11862,2016-12-11,North Sydney Oval No.2,Sydney,Australia,FALSE,
"Pembroke Cricket Club, Sandymount",Dublin,1,3282,2018-07-01,"Pembroke Cricket Club, Sandymount",Dublin,Ireland,FALSE,
Perth Stadium,,1,11947,2018-02-01,Perth Stadium,Perth,Australia,FALSE,city filled from sibling rows (Perth)
"Punjab Cricket Association IS Bindra Stadium, Mohali",Mohali,1,5092,2016-03-20,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mohali,India,FALSE,"ambiguous venue name across cities ['Chandigarh', 'Mohali'] — paren-disambiguate"
Queen's Park,Invercargill,1,9790,2018-01-09,Queen's Park (Invercargill),Invercargill,New Zealand,FALSE,"ambiguous venue name across cities ['Chesterfield', 'Invercargill'] — paren-disambiguate; country unknown — please fill"
Radlett Cricket Club,Radlett,1,8629,2019-08-11,"Radlett Cricket Club, Radlett",Radlett,England,FALSE,country unknown — please fill; country filled via research (England)
Sano International Cricket Ground 2,Sano,1,4676,2025-06-08,Sano International Cricket Ground 2,Sano,Japan,FALSE,country unknown — please fill; country filled via research (Japan)
"Sao Fernando Polo and Cricket Club, Campo Sede",Seropedica,1,2565,2025-10-30,"Sao Fernando Polo and Cricket Club, Campo Sede",Seropedica,Brazil,FALSE,country unknown — please fill; country filled via research (Brazil)
Sea Breeze Oval,Hamilton,1,5248,2010-06-04,Sea Breeze Oval,Hamilton,New Zealand,FALSE,
"Seebarn Cricket Centre, Lower Austria",Lower Austria,1,3542,2020-08-12,"Seebarn Cricket Centre, Lower Austria",Lower Austria,Austria,FALSE,country unknown — please fill; country filled via research (Austria)
Shere Bangla National Stadium,Dhaka,1,3222,2016-02-24,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,FALSE,"ambiguous venue name across cities ['Dhaka', 'Mirpur'] — paren-disambiguate; collapse to canonical; Mirpur = neighborhood of Dhaka"
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,1,1801,2024-10-06,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,India,FALSE,country unknown — please fill; country filled via research (India)
Sportpark Het Schootsveld 2,Deventer,1,5170,2018-09-02,Sportpark Het Schootsveld 2,Deventer,Netherlands,FALSE,country unknown — please fill; country filled via research (Netherlands)
Sylhet International Cricket Stadium,,1,82,2018-02-18,"Sylhet International Cricket Stadium, Academy Ground",Sylhet,Bangladesh,FALSE,city filled from sibling rows (Sylhet)
Tafawa Balewa Square (TBS) Cricket Oval,,1,3906,2023-03-27,Tafawa Balewa Square (TBS) Cricket Oval,Lagos,Nigeria,FALSE,"city NULL and no siblings with a city — please fill; no city — country unknown; filled via research (city=Lagos, country=Nigeria)"
Thailand Cricket Ground,Bangkok,1,5411,2015-11-28,Thailand Cricket Ground,Bangkok,Thailand,FALSE,
"Trafalgar Road Ground, Southport",Southport,1,12488,2018-07-22,"Trafalgar Road Ground, Southport",Southport,England,FALSE,country unknown — please fill; country filled via research (England)
Turf City B Cricket Ground,Singapore,1,3986,2023-08-27,Turf City B Cricket Ground,Singapore,Singapore,FALSE,
Uxbridge Cricket Club Ground,Uxbridge,1,8647,2019-08-24,Uxbridge Cricket Club Ground,Uxbridge,England,FALSE,country unknown — please fill; country filled via research (England)
Wanderers,Windhoek,1,452,2021-04-03,Wanderers Cricket Ground,Windhoek,Namibia,FALSE,prefix of 'Wanderers Cricket Ground' — verify whether to merge or keep separate; merge: same ground
"Warner Park, Basseterre",,1,7600,2016-08-03,"Warner Park, Basseterre",Basseterre,Saint Kitts and Nevis,FALSE,city filled from sibling rows (St Kitts); country unknown — please fill; country filled via research (Saint Kitts and Nevis)
Waverley Oval,Sydney,1,12376,2016-01-15,Waverley Oval,Sydney,Australia,FALSE,
